"row_id","source","lat_deg","lon_deg","report_date","status_id","water_source_clean","water_source_category","water_tech_clean","_water_tech_category","facility_type","clean_country_name","clean_adm1","clean_adm2","clean_adm3","clean_adm4","install_year","installer","rehab_year","rehabilitator","management_clean","status_clean","pay","fecal_coliform_presence","fecal_coliform_value","subjective_quality","activity_id","scheme_id","wpdx_id","notes","orig_lnk","photo_lnk","country_id","data_lnk","distance_to_primary","distance_to_secondary","distance_to_tertiary","distance_to_city","distance_to_town","water_point_history","rehab_priority","served_population","local_population","crucialness","pressure","usage_cap","is_urban","days_since_report","staleness_score","is_latest","location_id","cluster_size","clean_country_id","country_name","water_source","water_tech","status","adm2","adm3","management","adm1","new_georeferenced_column_","lat_deg_original","lat_lon_deg","lon_deg_original","public_data_source","converted","count","created_timestamp","updated"
"459966","REACH Initiative","21.20313","92.1510533333","2019-05-16T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Bangladesh","Chittagong","Cox'S Bazar","Ukhia","Palong Khali",,,,,,,,,,,,,"7MHJ6532+7C3","Camp 05-B…Ukhia…CXB-209",,,"BD","https://catalog.waterpointdata.org/datasets/wash-sector-unicef-reach-bangladesh-5f0db78f","25620.938749064477","1896.433253735998","327.0739170130952","31920.910286077044","25335.734876915132","{""2019-05-16"": {""source"": ""REACH Initiative"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","0","0","0",,,"300","False","1223","68.01065954673099","true","373782","1","BGD","Bangladesh","Tube Well",,,"Cox's Bazar",,,"Chittagong","POINT (92.1510533333 21.20313)",,"(21.20313°, 92.1510533333°)",,"https://catalog.waterpointdata.org/datafiles/wash-sector-unicef-reach-bangladesh-5f0db78f.xlsx",,"1","2020-07-14T13:47:59.000","2020-07-14T13:47:59.000"
"460687","REACH Initiative","21.161715","92.1450683333","2019-11-06T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Bangladesh","Chittagong","Cox'S Bazar","Ukhia","Palong Khali",,,,,,,,,,,,,"7MHJ546W+M2P","Camp 15-B…Ukhia…CXB-223",,,"BD","https://catalog.waterpointdata.org/datasets/wash-sector-unicef-reach-bangladesh-5f0db78f","29991.948562832556","758.0153633490373","2018.234905997178","35504.238873434755","29960.590539467656","{""2019-11-06"": {""source"": ""REACH Initiative"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","0","0","0",,,"300","False","1049","71.84503777858333","true","386245","1","BGD","Bangladesh","Tube Well",,,"Cox's Bazar",,,"Chittagong","POINT (92.1450683333 21.161715)",,"(21.161715°, 92.1450683333°)",,"https://catalog.waterpointdata.org/datafiles/wash-sector-unicef-reach-bangladesh-5f0db78f.xlsx",,"1","2020-07-14T13:47:59.000","2020-07-14T13:47:59.000"
"460199","REACH Initiative","21.0794383333","92.1450283333","2019-06-18T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Baharchhara",,,,,,,,,,,,,"7MHJ34HW+Q2C","Camp 23-C…Teknaf…CXB-032",,,"BD","https://catalog.waterpointdata.org/datasets/wash-sector-unicef-reach-bangladesh-5f0db78f","38994.351221007106","950.9377109105274","261.8641174943808","43686.99455426789","28305.043752127203","{""2019-06-18"": {""source"": ""REACH Initiative"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","0","0","193",,,"300","False","1190","68.72180108027736","true","380501","1","BGD","Bangladesh","Tube Well",,,"Cox's Bazar",,,"Chittagong","POINT (92.1450283333 21.0794383333)",,"(21.0794383333°, 92.1450283333°)",,"https://catalog.waterpointdata.org/datafiles/wash-sector-unicef-reach-bangladesh-5f0db78f.xlsx",,"1","2020-07-14T13:47:59.000","2020-07-14T13:47:59.000"
"458900","REACH Initiative","21.1955","92.1666083333","2019-09-04T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Bangladesh","Chittagong","Cox'S Bazar","Ukhia","Palong Khali",,,,,,,,,,,,,"7MHJ55W8+6J5","Camp 08E-F…Ukhia…CXB-232",,,"BD","https://catalog.waterpointdata.org/datasets/wash-sector-unicef-reach-bangladesh-5f0db78f","26844.704227014987","447.0006409282173","459.719448388545","33536.89888201925","26071.75459648723","{""2019-09-04"": {""source"": ""REACH Initiative"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","0","0","0",,,"300","False","1112","70.43238103896775","true","383833","1","BGD","Bangladesh","Tube Well",,,"Cox's Bazar",,,"Chittagong","POINT (92.1666083333 21.1955)",,"(21.1955°, 92.1666083333°)",,"https://catalog.waterpointdata.org/datafiles/wash-sector-unicef-reach-bangladesh-5f0db78f.xlsx",,"1","2020-07-14T13:47:59.000","2020-07-14T13:47:59.000"
"460253","REACH Initiative","21.2085033333","92.138485","2019-05-23T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Bangladesh","Chittagong","Cox'S Bazar","Ukhia","Palong Khali",,,,,,,,,,,,,"7MHJ645Q+C95","Camp 04-D…Ukhia…CXB-206",,,"BD","https://catalog.waterpointdata.org/datasets/wash-sector-unicef-reach-bangladesh-5f0db78f","24772.294501172753","2645.2550772536624","769.2949196562311","30705.85433823229","24909.474571004466","{""2019-05-23"": {""source"": ""REACH Initiative"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","0","0","0",,,"300","False","1216","68.16089022728693","true","375929","1","BGD","Bangladesh","Tube Well",,,"Cox's Bazar",,,"Chittagong","POINT (92.138485 21.2085033333)",,"(21.2085033333°, 92.138485°)",,"https://catalog.waterpointdata.org/datafiles/wash-sector-unicef-reach-bangladesh-5f0db78f.xlsx",,"1","2020-07-14T13:47:59.000","2020-07-14T13:47:59.000"
"611758","UNHCR","21.0761","92.136979","2019-06-19T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Baharchhara",,,,,,,,,,,"BGD-BGDs000039-012464",,"7MHJ34GP+CQX","Camp 23-A…Teknaf…CXB-032",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","39251.65433480472","41.78437782628288","600.3828849306989","43705.441528387724","28487.044136509885","{""2019-06-19"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","3512",,,"300","False","1189","68.74346651306132","true","380721","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.136979 21.0761)",,"(21.0761°, 92.136979°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"611484","UNHCR","21.076594","92.136978","2019-06-19T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Baharchhara",,,,,,,,,,,"BGD-BGDs000039-011876",,"7MHJ34GP+JQQ","Camp 23-A…Teknaf…CXB-032",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","39197.48400212252","67.8510104976811","586.007105892413","43654.72574548093","28531.247151634718","{""2019-06-19"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","3512",,,"300","False","1189","68.74346651306132","true","380636","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.136978 21.076594)",,"(21.076594°, 92.136978°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"602090","UNHCR","21.158452","92.149377","2019-06-13T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Ukhia","Palong Khali",,,,,,,,,,,"BGD-BGDs032270-015805",,"7MHJ545X+9QJ","Camp 16-A…Ukhia…CXB-224",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","30420.145571680274","312.0237142380981","2110.57296832451","36032.90641971325","30268.885635744606","{""2019-06-13"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","1072",,,"300","False","1195","68.61357629563835","true","379562","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.149377 21.158452)",,"(21.158452°, 92.149377°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"612195","UNHCR","20.97653487","92.24381193","2019-06-26T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Nhilla",,,,,,,,,,,"BGD-BGDs032272-014538",,"7MGJX6GV+JG7","Camp 25-B…Teknaf…CXB-017",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","52370.40917175355","562.8637166482752","4037.5523090324614","58418.47510195892","13260.562956357058","{""2019-06-26"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","796",,,"300","True","1182","68.89531591177118","true","381363","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.24381193 20.97653487)",,"(20.97653487°, 92.24381193°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"611585","UNHCR","21.083018","92.138441","2019-06-17T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Baharchhara",,,,,,,,,,,"BGD-BGDs000039-011977",,"7MHJ34MQ+694","Camp 23-B…Teknaf…CXB-032",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","38514.97545563695","520.2993997251971","466.8502299280136","43054.94912771158","29020.876906778067","{""2019-06-17"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","193",,,"300","False","1191","68.70014247564741","true","380008","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.138441 21.083018)",,"(21.083018°, 92.138441°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"589613","UNHCR","21.156078","92.14382","2019-06-16T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Ukhia","Palong Khali",,,,,,,,,,,"BGD-BGDs032270-008433",,"7MHJ544V+CGP","Camp 16-D…Ukhia…CXB-224",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","30585.147149761156","898.6378516000545","2609.7866359912186","35988.874464034096","30594.89273183209","{""2019-06-16"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","2169",,,"300","False","1192","68.67849069701948","true","379701","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.14382 21.156078)",,"(21.156078°, 92.14382°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"636931","UNHCR","21.1880781","92.16042583","2019-04-28T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Ukhia","Palong Khali",,,,,,,,,,,"BGD-BGDs032245-003210",,"7MHJ55Q6+65M","Camp 09-F…Ukhia…CXB-213",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","27470.33579667145","241.81228041546197","883.8621794015295","33846.78877198882","26921.884550122486","{""2019-04-28"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","0",,,"300","False","1241","67.62587076472403","true","369582","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.16042583 21.1880781)",,"(21.1880781°, 92.16042583°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"611446","UNHCR","21.08473853","92.13625736","2019-06-17T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Baharchhara",,,,,,,,,,,"BGD-BGDs000039-011815",,"7MHJ34MP+VGR","Camp 23-B…Teknaf…CXB-032",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","38294.17678099656","432.4996763833469","369.34832603508653","42791.96788237467","29307.28423291636","{""2019-06-17"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","193",,,"300","False","1191","68.70014247564741","true","379963","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.13625736 21.08473853)",,"(21.08473853°, 92.13625736°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"611364","UNHCR","21.087423","92.196743","2019-06-19T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Whykong",,,,,,,,,,,"BGD-BGDs032246-007687",,"7MHJ35PW+XM9","Camp 22-B…Teknaf…CXB-085",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","39211.14114530972","1704.5415010027803","2907.1941923144573","45307.48850684568","26462.14249322542","{""2019-06-19"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"207","3620","0.05718232044198895","0.69","300","False","1189","68.74346651306132","true","380593","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.196743 21.087423)",,"(21.087423°, 92.196743°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"612348","UNHCR","20.964693","92.248284","2019-06-24T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Nhilla",,,,,,,,,,,"BGD-BGDs000036-014636",,"7MGJX67X+V8F","Camp 26-H…Teknaf…CXB-025",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","53760.34363733182","274.2377413017423","4004.7154053258705","59794.48852343425","11877.964839257102","{""2019-06-24"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","3605",,,"300","True","1184","68.85189617465859","true","381036","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.248284 20.964693)",,"(20.964693°, 92.248284°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"612329","UNHCR","20.966956","92.245024","2019-06-24T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Teknaf",,,,,,,,,,,"BGD-BGDs000036-014576",,"7MGJX68W+Q2J","Camp 26-I…Teknaf…CXB-025",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","53421.43563774826","415.5412262459115","3846.4820821651215","59414.73079349825","12254.110738206127","{""2019-06-24"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","3179",,,"300","True","1184","68.85189617465859","true","381025","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.245024 20.966956)",,"(20.966956°, 92.245024°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"611622","UNHCR","21.084432","92.133845","2019-06-17T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Baharchhara",,,,,,,,,,,"BGD-BGDs000039-012314",,"7MHJ34MM+QGH","Camp 23-A…Teknaf…CXB-032",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","38293.1381306562","198.30797186038166","508.7775738497512","42728.19468321092","29425.053757897622","{""2019-06-17"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","224",,,"300","False","1191","68.70014247564741","true","380095","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.133845 21.084432)",,"(21.084432°, 92.133845°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"612070","UNHCR","21.07352","92.139514","2019-06-19T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Baharchhara",,,,,,,,,,,"BGD-BGDs000039-016030",,"7MHJ34FQ+CR2","Camp 23-C…Teknaf…CXB-032",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","39571.69448101898","99.14194690867745","318.17149560268604","44069.39246658316","28100.965339007158","{""2019-06-19"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","4634",,,"300","False","1189","68.74346651306132","true","380765","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.139514 21.07352)",,"(21.07352°, 92.139514°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"612196","UNHCR","20.97767","92.245948","2019-06-25T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Nhilla",,,,,,,,,,,"BGD-BGDs032272-014539",,"7MGJX6HW+398","Camp 25-B…Teknaf…CXB-017",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","52316.26599295704","429.9855651035508","4441.162723310885","58412.76728470254","13280.64562212502","{""2019-06-25"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","239",,,"300","True","1183","68.87360262159642","true","381130","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.245948 20.97767)",,"(20.97767°, 92.245948°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"611677","UNHCR","21.074252","92.141945","2019-06-19T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Baharchhara",,,,,,,,,,,"BGD-BGDs000039-012365",,"7MHJ34FR+PQ4","Camp 23-C…Teknaf…CXB-032",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","39522.4941478699","348.706799503848","235.84972849174056","44090.88556081642","28018.59026434632","{""2019-06-19"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","4232",,,"300","False","1189","68.74346651306132","true","380660","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.141945 21.074252)",,"(21.074252°, 92.141945°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"611277","UNHCR","21.132737","92.1566215","2019-06-16T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Whykong",,,,,,,,,,,"BGD-BGDs000044-012168",,"7MHJ45M4+3JX","Camp 21-B…Teknaf…CXB-108",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","33365.19369192035","915.3526563125844","2740.4461514489417","38894.59786028882","32779.9510619165","{""2019-06-16"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"28","3458","0.008097165991902834","0.09333333333333334","300","False","1192","68.67849069701948","true","379857","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.1566215 21.132737)",,"(21.132737°, 92.1566215°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"598986","UNHCR","21.158354","92.148841","2019-06-13T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Ukhia","Palong Khali",,,,,,,,,,,"BGD-BGDs032270-008542",,"7MHJ545X+8GW","Camp 16-A…Ukhia…CXB-224",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","30427.797266197504","369.5842236892043","2149.8510449717282","36020.333134829525","30292.894728703915","{""2019-06-13"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","1072",,,"300","False","1195","68.61357629563835","true","379424","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.148841 21.158354)",,"(21.158354°, 92.148841°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"611271","UNHCR","21.133508","92.157038","2019-06-16T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Whykong",,,,,,,,,,,"BGD-BGDs000044-012161",,"7MHJ45M4+CR3","Camp 21-B…Teknaf…CXB-108",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","33289.71609540487","819.8080506738322","2785.4302572085126","38840.09489736283","32836.702587841966","{""2019-06-16"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"28","3458","0.008097165991902834","0.09333333333333334","300","False","1192","68.67849069701948","true","379854","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.157038 21.133508)",,"(21.133508°, 92.157038°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"611252","UNHCR","21.13141375","92.16179384","2019-06-17T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Whykong",,,,,,,,,,,"BGD-BGDs000044-012138",,"7MHJ45J6+HP7","Camp 21-D…Teknaf…CXB-108",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","33615.32698441573","803.0293329740103","2332.5530242872433","39280.73026468852","32409.42522707087","{""2019-06-17"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"24","3486","0.0068846815834767644","0.08","300","False","1191","68.70014247564741","true","380051","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.16179384 21.13141375)",,"(21.13141375°, 92.16179384°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"608338","UNHCR","21.189852","92.149035","2019-06-27T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Ukhia","Palong Khali",,,,,,,,,,,"BGD-BGDs032262-009569",,"7MHJ54QX+WJV","Camp 18-B…Ukhia…CXB-215",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","27005.653341053036","1239.156032405655","188.36434398863014","33031.59011168826","26814.02252684745","{""2019-06-27"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"0","0",,,"300","False","1181","68.9170360473403","true","381636","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.149035 21.189852)",,"(21.189852°, 92.149035°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
"612403","UNHCR","20.94512833","92.25574","2019-06-20T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Bangladesh","Chittagong","Cox'S Bazar","Teknaf","Teknaf",,,,,,,,,,,"BGD-BGDs032274-011896",,"7MGJW7W4+375","Camp 27-A…Teknaf…CXB-037",,,"BGD","https://catalog.waterpointdata.org/datasets/unhcr-2020-5f02e85e","56058.962311748604","474.8338709151749","3922.515042307224","62072.64238531248","9595.774961705676","{""2019-06-20"": {""source"": ""UNHCR"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"8","2483","0.003221908981071285","0.02666666666666667","300","False","1188","68.76513877615199","true","380823","2","BGD","Bangladesh","Borehole","hand_pump Pump #6",,"Cox's Bazar",,,"Chittagong","POINT (92.25574 20.94512833)",,"(20.94512833°, 92.25574°)",,"https://catalog.waterpointdata.org/datafiles/unhcr-2020-5f02e85e.csv","#install_year","1","2020-07-06T09:01:18.000","2020-07-06T09:01:18.000"
